file,topic_id,topic,level,question,type,answer
t06_b.md,06,Гидросфера,Базовый,37,match,"1-B, 2-C, 3-D, 4-A"
t06_b.md,06,Гидросфера,Базовый,38,match,"1-B, 2-D, 3-C, 4-A"
t06_b.md,06,Гидросфера,Базовый,39,match,"1-D, 2-B, 3-C, 4-A"
t06_b.md,06,Гидросфера,Базовый,40,match,"1-B, 2-D, 3-A, 4-C"
t06_m.md,06,Гидросфера,Средний,1,single,B
t06_m.md,06,Гидросфера,Средний,2,single,C
t06_m.md,06,Гидросфера,Средний,3,single,A
t06_m.md,06,Гидросфера,Средний,4,single,D
t06_m.md,06,Гидросфера,Средний,5,single,B
t06_m.md,06,Гидросфера,Средний,6,single,C
t06_m.md,06,Гидросфера,Средний,7,single,C
t06_m.md,06,Гидросфера,Средний,8,single,A
t06_m.md,06,Гидросфера,Средний,9,single,D
t06_m.md,06,Гидросфера,Средний,10,single,C
t06_m.md,06,Гидросфера,Средний,11,single,C
t06_m.md,06,Гидросфера,Средний,12,single,C
t06_m.md,06,Гидросфера,Средний,13,single,B
t06_m.md,06,Гидросфера,Средний,14,single,A
t06_m.md,06,Гидросфера,Средний,15,single,B
t06_m.md,06,Гидросфера,Средний,16,single,B
t06_m.md,06,Гидросфера,Средний,17,single,D
t06_m.md,06,Гидросфера,Средний,18,single,D
t06_m.md,06,Гидросфера,Средний,19,single,D
t06_m.md,06,Гидросфера,Средний,20,single,C
t06_m.md,06,Гидросфера,Средний,21,single,C
t06_m.md,06,Гидросфера,Средний,22,single,D
t06_m.md,06,Гидросфера,Средний,23,single,C
t06_m.md,06,Гидросфера,Средний,24,single,D
t06_m.md,06,Гидросфера,Средний,25,single,A
t06_m.md,06,Гидросфера,Средний,26,context_single,B
t06_m.md,06,Гидросфера,Средний,27,context_single,C
t06_m.md,06,Гидросфера,Средний,28,context_single,A
t06_m.md,06,Гидросфера,Средний,29,context_single,A
t06_m.md,06,Гидросфера,Средний,30,context_single,C
t06_m.md,06,Гидросфера,Средний,31,multi,CD
t06_m.md,06,Гидросфера,Средний,32,multi,CD
t06_m.md,06,Гидросфера,Средний,33,multi,CD
t06_m.md,06,Гидросфера,Средний,34,multi,AC
t06_m.md,06,Гидросфера,Средний,35,multi,CD
t06_m.md,06,Гидросфера,Средний,36,match,"1-C, 2-D, 3-A, 4-B"
t06_m.md,06,Гидросфера,Средний,37,match,"1-B, 2-C, 3-D, 4-A"
t06_m.md,06,Гидросфера,Средний,38,match,"1-B, 2-C, 3-A, 4-D"
t06_m.md,06,Гидросфера,Средний,39,match,"1-D, 2-C, 3-B, 4-A"
t06_m.md,06,Гидросфера,Средний,40,match,"1-A, 2-D, 3-B, 4-C"
t06_h.md,06,Гидросфера,Высокий,1,single,B
t06_h.md,06,Гидросфера,Высокий,2,single,A
t06_h.md,06,Гидросфера,Высокий,3,single,D
t06_h.md,06,Гидросфера,Высокий,4,single,A
t06_h.md,06,Гидросфера,Высокий,5,single,C
t06_h.md,06,Гидросфера,Высокий,6,single,C
t06_h.md,06,Гидросфера,Высокий,7,single,C
t06_h.md,06,Гидросфера,Высокий,8,single,B
t06_h.md,06,Гидросфера,Высокий,9,single,C
t06_h.md,06,Гидросфера,Высокий,10,single,D
t06_h.md,06,Гидросфера,Высокий,11,single,B
t06_h.md,06,Гидросфера,Высокий,12,single,C
t06_h.md,06,Гидросфера,Высокий,13,single,A
t06_h.md,06,Гидросфера,Высокий,14,single,C
t06_h.md,06,Гидросфера,Высокий,15,single,D
t06_h.md,06,Гидросфера,Высокий,16,single,C
t06_h.md,06,Гидросфера,Высокий,17,single,C
t06_h.md,06,Гидросфера,Высокий,18,single,A
t06_h.md,06,Гидросфера,Высокий,19,single,B
t06_h.md,06,Гидросфера,Высокий,20,single,D
t06_h.md,06,Гидросфера,Высокий,21,single,B
t06_h.md,06,Гидросфера,Высокий,22,single,D
t06_h.md,06,Гидросфера,Высокий,23,single,C
t06_h.md,06,Гидросфера,Высокий,24,single,C
t06_h.md,06,Гидросфера,Высокий,25,single,A
t06_h.md,06,Гидросфера,Высокий,26,context_single,B
t06_h.md,06,Гидросфера,Высокий,27,context_single,B
t06_h.md,06,Гидросфера,Высокий,28,context_single,D
t06_h.md,06,Гидросфера,Высокий,29,context_single,C
t06_h.md,06,Гидросфера,Высокий,30,context_single,D
t06_h.md,06,Гидросфера,Высокий,31,multi,AC
t06_h.md,06,Гидросфера,Высокий,32,multi,BD
t06_h.md,06,Гидросфера,Высокий,33,multi,AD
t06_h.md,06,Гидросфера,Высокий,34,multi,BD
t06_h.md,06,Гидросфера,Высокий,35,multi,AB
t06_h.md,06,Гидросфера,Высокий,36,match,"1-A, 2-B, 3-D, 4-C"
t06_h.md,06,Гидросфера,Высокий,37,match,"1-D, 2-C, 3-A, 4-B"
t06_h.md,06,Гидросфера,Высокий,38,match,"1-C, 2-D, 3-A, 4-B"
t06_h.md,06,Гидросфера,Высокий,39,match,"1-D, 2-A, 3-B, 4-C"
t06_h.md,06,Гидросфера,Высокий,40,match,"1-B, 2-D, 3-C, 4-A"
t07_b.md,07,Биосфера,Базовый,1,single,A
t07_b.md,07,Биосфера,Базовый,2,single,A
t07_b.md,07,Биосфера,Базовый,3,single,D
t07_b.md,07,Биосфера,Базовый,4,single,A
t07_b.md,07,Биосфера,Базовый,5,single,A
t07_b.md,07,Биосфера,Базовый,6,single,C
t07_b.md,07,Биосфера,Базовый,7,single,C
t07_b.md,07,Биосфера,Базовый,8,single,C
t07_b.md,07,Биосфера,Базовый,9,single,C
t07_b.md,07,Биосфера,Базовый,10,single,D
t07_b.md,07,Биосфера,Базовый,11,single,B
t07_b.md,07,Биосфера,Базовый,12,single,B
t07_b.md,07,Биосфера,Базовый,13,single,B
t07_b.md,07,Биосфера,Базовый,14,single,C
t07_b.md,07,Биосфера,Базовый,15,single,A
t07_b.md,07,Биосфера,Базовый,16,single,A
t07_b.md,07,Биосфера,Базовый,17,single,A
t07_b.md,07,Биосфера,Базовый,18,single,B
t07_b.md,07,Биосфера,Базовый,19,single,C
t07_b.md,07,Биосфера,Базовый,20,single,C
t07_b.md,07,Биосфера,Базовый,21,single,C
t07_b.md,07,Биосфера,Базовый,22,single,B
t07_b.md,07,Биосфера,Базовый,23,single,C
t07_b.md,07,Биосфера,Базовый,24,single,D
t07_b.md,07,Биосфера,Базовый,25,single,B
t07_b.md,07,Биосфера,Базовый,26,context_single,C
t07_b.md,07,Биосфера,Базовый,27,context_single,C
t07_b.md,07,Биосфера,Базовый,28,context_single,B
t07_b.md,07,Биосфера,Базовый,29,context_single,B
t07_b.md,07,Биосфера,Базовый,30,context_single,A
t07_b.md,07,Биосфера,Базовый,31,multi,AC
t07_b.md,07,Биосфера,Базовый,32,multi,BD
t07_b.md,07,Биосфера,Базовый,33,multi,AD
t07_b.md,07,Биосфера,Базовый,34,multi,CD
t07_b.md,07,Биосфера,Базовый,35,multi,AB
t07_b.md,07,Биосфера,Базовый,36,match,"1-B, 2-A, 3-C, 4-D"
t07_b.md,07,Биосфера,Базовый,37,match,"1-D, 2-C, 3-B, 4-A"
t07_b.md,07,Биосфера,Базовый,38,match,"1-D, 2-C, 3-A, 4-B"
t07_b.md,07,Биосфера,Базовый,39,match,"1-C, 2-B, 3-D, 4-A"
t07_b.md,07,Биосфера,Базовый,40,match,"1-C, 2-A, 3-D, 4-B"
t07_m.md,07,Биосфера,Средний,1,single,B
t07_m.md,07,Биосфера,Средний,2,single,A
t07_m.md,07,Биосфера,Средний,3,single,C
t07_m.md,07,Биосфера,Средний,4,single,A
t07_m.md,07,Биосфера,Средний,5,single,C
t07_m.md,07,Биосфера,Средний,6,single,D
t07_m.md,07,Биосфера,Средний,7,single,B
t07_m.md,07,Биосфера,Средний,8,single,C
t07_m.md,07,Биосфера,Средний,9,single,B
t07_m.md,07,Биосфера,Средний,10,single,A
t07_m.md,07,Биосфера,Средний,11,single,A
t07_m.md,07,Биосфера,Средний,12,single,A
t07_m.md,07,Биосфера,Средний,13,single,A
t07_m.md,07,Биосфера,Средний,14,single,B
t07_m.md,07,Биосфера,Средний,15,single,B
t07_m.md,07,Биосфера,Средний,16,single,D
t07_m.md,07,Биосфера,Средний,17,single,D
t07_m.md,07,Биосфера,Средний,18,single,D
t07_m.md,07,Биосфера,Средний,19,single,B
t07_m.md,07,Биосфера,Средний,20,single,C
t07_m.md,07,Биосфера,Средний,21,single,C
t07_m.md,07,Биосфера,Средний,22,single,A
t07_m.md,07,Биосфера,Средний,23,single,C
t07_m.md,07,Биосфера,Средний,24,single,A
t07_m.md,07,Биосфера,Средний,25,single,B
t07_m.md,07,Биосфера,Средний,26,context_single,C
t07_m.md,07,Биосфера,Средний,27,context_single,C
t07_m.md,07,Биосфера,Средний,28,context_single,D
t07_m.md,07,Биосфера,Средний,29,context_single,C
t07_m.md,07,Биосфера,Средний,30,context_single,D
t07_m.md,07,Биосфера,Средний,31,multi,AB
t07_m.md,07,Биосфера,Средний,32,multi,CD
t07_m.md,07,Биосфера,Средний,33,multi,AC
t07_m.md,07,Биосфера,Средний,34,multi,CD
t07_m.md,07,Биосфера,Средний,35,multi,BC
t07_m.md,07,Биосфера,Средний,36,match,"1-D, 2-A, 3-B, 4-C"
t07_m.md,07,Биосфера,Средний,37,match,"1-B, 2-D, 3-A, 4-C"
t07_m.md,07,Биосфера,Средний,38,match,"1-A, 2-C, 3-D, 4-B"
t07_m.md,07,Биосфера,Средний,39,match,"1-A, 2-D, 3-B, 4-C"
t07_m.md,07,Биосфера,Средний,40,match,"1-C, 2-D, 3-A, 4-B"
t07_h.md,07,Биосфера,Высокий,1,single,D
t07_h.md,07,Биосфера,Высокий,2,single,D
t07_h.md,07,Биосфера,Высокий,3,single,D
t07_h.md,07,Биосфера,Высокий,4,single,B
t07_h.md,07,Биосфера,Высокий,5,single,C
t07_h.md,07,Биосфера,Высокий,6,single,A
t07_h.md,07,Биосфера,Высокий,7,single,D
t07_h.md,07,Биосфера,Высокий,8,single,B
t07_h.md,07,Биосфера,Высокий,9,single,B
t07_h.md,07,Биосфера,Высокий,10,single,B
t07_h.md,07,Биосфера,Высокий,11,single,A
t07_h.md,07,Биосфера,Высокий,12,single,D
t07_h.md,07,Биосфера,Высокий,13,single,C
t07_h.md,07,Биосфера,Высокий,14,single,D
t07_h.md,07,Биосфера,Высокий,15,single,D
t07_h.md,07,Биосфера,Высокий,16,single,D
t07_h.md,07,Биосфера,Высокий,17,single,C
t07_h.md,07,Биосфера,Высокий,18,single,C
t07_h.md,07,Биосфера,Высокий,19,single,D
t07_h.md,07,Биосфера,Высокий,20,single,D
t07_h.md,07,Биосфера,Высокий,21,single,B
t07_h.md,07,Биосфера,Высокий,22,single,A
t07_h.md,07,Биосфера,Высокий,23,single,C
t07_h.md,07,Биосфера,Высокий,24,single,A
t07_h.md,07,Биосфера,Высокий,25,single,C
t07_h.md,07,Биосфера,Высокий,26,context_single,A
t07_h.md,07,Биосфера,Высокий,27,context_single,B
t07_h.md,07,Биосфера,Высокий,28,context_single,A
t07_h.md,07,Биосфера,Высокий,29,context_single,D
t07_h.md,07,Биосфера,Высокий,30,context_single,A
t07_h.md,07,Биосфера,Высокий,31,multi,AC
t07_h.md,07,Биосфера,Высокий,32,multi,BC
t07_h.md,07,Биосфера,Высокий,33,multi,CD
t07_h.md,07,Биосфера,Высокий,34,multi,BD
t07_h.md,07,Биосфера,Высокий,35,multi,AB
t07_h.md,07,Биосфера,Высокий,36,match,"1-D, 2-B, 3-A, 4-C"
t07_h.md,07,Биосфера,Высокий,37,match,"1-D, 2-B, 3-A, 4-C"
t07_h.md,07,Биосфера,Высокий,38,match,"1-B, 2-C, 3-A, 4-D"
t07_h.md,07,Биосфера,Высокий,39,match,"1-B, 2-C, 3-D, 4-A"
t07_h.md,07,Биосфера,Высокий,40,match,"1-B, 2-A, 3-C, 4-D"
t08_b.md,08,Природнотерриториальные комплексы,Базовый,1,single,D
t08_b.md,08,Природнотерриториальные комплексы,Базовый,2,single,C
t08_b.md,08,Природнотерриториальные комплексы,Базовый,3,single,B
t08_b.md,08,Природнотерриториальные комплексы,Базовый,4,single,D
t08_b.md,08,Природнотерриториальные комплексы,Базовый,5,single,C
t08_b.md,08,Природнотерриториальные комплексы,Базовый,6,single,D
t08_b.md,08,Природнотерриториальные комплексы,Базовый,7,single,A
t08_b.md,08,Природнотерриториальные комплексы,Базовый,8,single,C
t08_b.md,08,Природнотерриториальные комплексы,Базовый,9,single,B
t08_b.md,08,Природнотерриториальные комплексы,Базовый,10,single,A
t08_b.md,08,Природнотерриториальные комплексы,Базовый,11,single,B
t08_b.md,08,Природнотерриториальные комплексы,Базовый,12,single,B
t08_b.md,08,Природнотерриториальные комплексы,Базовый,13,single,C
t08_b.md,08,Природнотерриториальные комплексы,Базовый,14,single,C
t08_b.md,08,Природнотерриториальные комплексы,Базовый,15,single,A
t08_b.md,08,Природнотерриториальные комплексы,Базовый,16,single,A
t08_b.md,08,Природнотерриториальные комплексы,Базовый,17,single,B
t08_b.md,08,Природнотерриториальные комплексы,Базовый,18,single,A
t08_b.md,08,Природнотерриториальные комплексы,Базовый,19,single,D
t08_b.md,08,Природнотерриториальные комплексы,Базовый,20,single,B
t08_b.md,08,Природнотерриториальные комплексы,Базовый,21,single,A
t08_b.md,08,Природнотерриториальные комплексы,Базовый,22,single,A
t08_b.md,08,Природнотерриториальные комплексы,Базовый,23,single,C
t08_b.md,08,Природнотерриториальные комплексы,Базовый,24,single,D
t08_b.md,08,Природнотерриториальные комплексы,Базовый,25,single,A
t08_b.md,08,Природнотерриториальные комплексы,Базовый,26,context_single,A
t08_b.md,08,Природнотерриториальные комплексы,Базовый,27,context_single,A
t08_b.md,08,Природнотерриториальные комплексы,Базовый,28,context_single,B
t08_b.md,08,Природнотерриториальные комплексы,Базовый,29,context_single,A
t08_b.md,08,Природнотерриториальные комплексы,Базовый,30,context_single,A
t08_b.md,08,Природнотерриториальные комплексы,Базовый,31,multi,AC
t08_b.md,08,Природнотерриториальные комплексы,Базовый,32,multi,BC
t08_b.md,08,Природнотерриториальные комплексы,Базовый,33,multi,AB
t08_b.md,08,Природнотерриториальные комплексы,Базовый,34,multi,BD
t08_b.md,08,Природнотерриториальные комплексы,Базовый,35,multi,BC
t08_b.md,08,Природнотерриториальные комплексы,Базовый,36,match,"1-A, 2-B, 3-D, 4-C"
t08_b.md,08,Природнотерриториальные комплексы,Базовый,37,match,"1-B, 2-A, 3-D, 4-C"
t08_b.md,08,Природнотерриториальные комплексы,Базовый,38,match,"1-A, 2-D, 3-C, 4-B"
t08_b.md,08,Природнотерриториальные комплексы,Базовый,39,match,"1-A, 2-C, 3-D, 4-B"
t08_b.md,08,Природнотерриториальные комплексы,Базовый,40,match,"1-C, 2-D, 3-A, 4-B"
t08_m.md,08,Природнотерриториальные комплексы,Средний,1,single,A
t08_m.md,08,Природнотерриториальные комплексы,Средний,2,single,C
t08_m.md,08,Природнотерриториальные комплексы,Средний,3,single,A
t08_m.md,08,Природнотерриториальные комплексы,Средний,4,single,A
t08_m.md,08,Природнотерриториальные комплексы,Средний,5,single,A
t08_m.md,08,Природнотерриториальные комплексы,Средний,6,single,A
t08_m.md,08,Природнотерриториальные комплексы,Средний,7,single,B
t08_m.md,08,Природнотерриториальные комплексы,Средний,8,single,B
t08_m.md,08,Природнотерриториальные комплексы,Средний,9,single,D
t08_m.md,08,Природнотерриториальные комплексы,Средний,10,single,C
t08_m.md,08,Природнотерриториальные комплексы,Средний,11,single,B
t08_m.md,08,Природнотерриториальные комплексы,Средний,12,single,B
t08_m.md,08,Природнотерриториальные комплексы,Средний,13,single,A
t08_m.md,08,Природнотерриториальные комплексы,Средний,14,single,B
t08_m.md,08,Природнотерриториальные комплексы,Средний,15,single,C
t08_m.md,08,Природнотерриториальные комплексы,Средний,16,single,A
t08_m.md,08,Природнотерриториальные комплексы,Средний,17,single,A
t08_m.md,08,Природнотерриториальные комплексы,Средний,18,single,B
t08_m.md,08,Природнотерриториальные комплексы,Средний,19,single,A
t08_m.md,08,Природнотерриториальные комплексы,Средний,20,single,A
t08_m.md,08,Природнотерриториальные комплексы,Средний,21,single,A
t08_m.md,08,Природнотерриториальные комплексы,Средний,22,single,B
t08_m.md,08,Природнотерриториальные комплексы,Средний,23,single,A
t08_m.md,08,Природнотерриториальные комплексы,Средний,24,single,C
t08_m.md,08,Природнотерриториальные комплексы,Средний,25,single,A
t08_m.md,08,Природнотерриториальные комплексы,Средний,26,context_single,B
t08_m.md,08,Природнотерриториальные комплексы,Средний,27,context_single,C
t08_m.md,08,Природнотерриториальные комплексы,Средний,28,context_single,B
t08_m.md,08,Природнотерриториальные комплексы,Средний,29,context_single,A
t08_m.md,08,Природнотерриториальные комплексы,Средний,30,context_single,C
t08_m.md,08,Природнотерриториальные комплексы,Средний,31,multi,AC
t08_m.md,08,Природнотерриториальные комплексы,Средний,32,multi,BC
t08_m.md,08,Природнотерриториальные комплексы,Средний,33,multi,BC
t08_m.md,08,Природнотерриториальные комплексы,Средний,34,multi,AD
t08_m.md,08,Природнотерриториальные комплексы,Средний,35,multi,AB
t08_m.md,08,Природнотерриториальные комплексы,Средний,36,match,"1-C, 2-B, 3-A, 4-D"
t08_m.md,08,Природнотерриториальные комплексы,Средний,37,match,"1-C, 2-B, 3-D, 4-A"
t08_m.md,08,Природнотерриториальные комплексы,Средний,38,match,"1-A, 2-D, 3-B, 4-C"
t08_m.md,08,Природнотерриториальные комплексы,Средний,39,match,"1-C, 2-A, 3-D, 4-B"
t08_m.md,08,Природнотерриториальные комплексы,Средний,40,match,"1-A, 2-B, 3-C, 4-D"
t08_h.md,08,Природнотерриториальные комплексы,Высокий,1,single,D
t08_h.md,08,Природнотерриториальные комплексы,Высокий,2,single,B
t08_h.md,08,Природнотерриториальные комплексы,Высокий,3,single,C
t08_h.md,08,Природнотерриториальные комплексы,Высокий,4,single,A
t08_h.md,08,Природнотерриториальные комплексы,Высокий,5,single,D
t08_h.md,08,Природнотерриториальные комплексы,Высокий,6,single,A
t08_h.md,08,Природнотерриториальные комплексы,Высокий,7,single,C
t08_h.md,08,Природнотерриториальные комплексы,Высокий,8,single,B
t08_h.md,08,Природнотерриториальные комплексы,Высокий,9,single,C
t08_h.md,08,Природнотерриториальные комплексы,Высокий,10,single,C
t08_h.md,08,Природнотерриториальные комплексы,Высокий,11,single,A
t08_h.md,08,Природнотерриториальные комплексы,Высокий,12,single,A
t08_h.md,08,Природнотерриториальные комплексы,Высокий,13,single,D
t08_h.md,08,Природнотерриториальные комплексы,Высокий,14,single,B
t08_h.md,08,Природнотерриториальные комплексы,Высокий,15,single,B
t08_h.md,08,Природнотерриториальные комплексы,Высокий,16,single,A
t08_h.md,08,Природнотерриториальные комплексы,Высокий,17,single,D
t08_h.md,08,Природнотерриториальные комплексы,Высокий,18,single,C
t08_h.md,08,Природнотерриториальные комплексы,Высокий,19,single,A
t08_h.md,08,Природнотерриториальные комплексы,Высокий,20,single,B
t08_h.md,08,Природнотерриториальные комплексы,Высокий,21,single,A
t08_h.md,08,Природнотерриториальные комплексы,Высокий,22,single,C
t08_h.md,08,Природнотерриториальные комплексы,Высокий,23,single,B
t08_h.md,08,Природнотерриториальные комплексы,Высокий,24,single,B
t08_h.md,08,Природнотерриториальные комплексы,Высокий,25,single,B
t08_h.md,08,Природнотерриториальные комплексы,Высокий,26,context_single,B
t08_h.md,08,Природнотерриториальные комплексы,Высокий,27,context_single,B
t08_h.md,08,Природнотерриториальные комплексы,Высокий,28,context_single,C
t08_h.md,08,Природнотерриториальные комплексы,Высокий,29,context_single,D
t08_h.md,08,Природнотерриториальные комплексы,Высокий,30,context_single,A
t08_h.md,08,Природнотерриториальные комплексы,Высокий,31,multi,AB
t08_h.md,08,Природнотерриториальные комплексы,Высокий,32,multi,AD
t08_h.md,08,Природнотерриториальные комплексы,Высокий,33,multi,CD
t08_h.md,08,Природнотерриториальные комплексы,Высокий,34,multi,AC
t08_h.md,08,Природнотерриториальные комплексы,Высокий,35,multi,AC
t08_h.md,08,Природнотерриториальные комплексы,Высокий,36,match,"1-A, 2-D, 3-B, 4-C"
t08_h.md,08,Природнотерриториальные комплексы,Высокий,37,match,"1-A, 2-B, 3-C, 4-D"
t08_h.md,08,Природнотерриториальные комплексы,Высокий,38,match,"1-C, 2-A, 3-B, 4-D"
t08_h.md,08,Природнотерриториальные комплексы,Высокий,39,match,"1-C, 2-D, 3-A, 4-B"
t08_h.md,08,Природнотерриториальные комплексы,Высокий,40,match,"1-C, 2-D, 3-B, 4-A"
t09_b.md,09,Природопользование и геоэкология,Базовый,1,single,D
t09_b.md,09,Природопользование и геоэкология,Базовый,2,single,A
t09_b.md,09,Природопользование и геоэкология,Базовый,3,single,B
t09_b.md,09,Природопользование и геоэкология,Базовый,4,single,D
t09_b.md,09,Природопользование и геоэкология,Базовый,5,single,D
t09_b.md,09,Природопользование и геоэкология,Базовый,6,single,D
t09_b.md,09,Природопользование и геоэкология,Базовый,7,single,A
t09_b.md,09,Природопользование и геоэкология,Базовый,8,single,C
t09_b.md,09,Природопользование и геоэкология,Базовый,9,single,D
t09_b.md,09,Природопользование и геоэкология,Базовый,10,single,B
t09_b.md,09,Природопользование и геоэкология,Базовый,11,single,A
t09_b.md,09,Природопользование и геоэкология,Базовый,12,single,A
t09_b.md,09,Природопользование и геоэкология,Базовый,13,single,A
t09_b.md,09,Природопользование и геоэкология,Базовый,14,single,A
t09_b.md,09,Природопользование и геоэкология,Базовый,15,single,C
t09_b.md,09,Природопользование и геоэкология,Базовый,16,single,A
t09_b.md,09,Природопользование и геоэкология,Базовый,17,single,A
t09_b.md,09,Природопользование и геоэкология,Базовый,18,single,C
t09_b.md,09,Природопользование и геоэкология,Базовый,19,single,B
t09_b.md,09,Природопользование и геоэкология,Базовый,20,single,B
t09_b.md,09,Природопользование и геоэкология,Базовый,21,single,C
t09_b.md,09,Природопользование и геоэкология,Базовый,22,single,A
t09_b.md,09,Природопользование и геоэкология,Базовый,23,single,B
t09_b.md,09,Природопользование и геоэкология,Базовый,24,single,C
t09_b.md,09,Природопользование и геоэкология,Базовый,25,single,A
t09_b.md,09,Природопользование и геоэкология,Базовый,26,context_single,D
t09_b.md,09,Природопользование и геоэкология,Базовый,27,context_single,B
t09_b.md,09,Природопользование и геоэкология,Базовый,28,context_single,D
t09_b.md,09,Природопользование и геоэкология,Базовый,29,context_single,D
t09_b.md,09,Природопользование и геоэкология,Базовый,30,context_single,C
t09_b.md,09,Природопользование и геоэкология,Базовый,31,multi,AB
t09_b.md,09,Природопользование и геоэкология,Базовый,32,multi,CD
t09_b.md,09,Природопользование и геоэкология,Базовый,33,multi,AD
t09_b.md,09,Природопользование и геоэкология,Базовый,34,multi,BC
t09_b.md,09,Природопользование и геоэкология,Базовый,35,multi,BD
t09_b.md,09,Природопользование и геоэкология,Базовый,36,match,"1-B, 2-A, 3-D, 4-C"
t09_b.md,09,Природопользование и геоэкология,Базовый,37,match,"1-B, 2-D, 3-A, 4-C"
t09_b.md,09,Природопользование и геоэкология,Базовый,38,match,"1-C, 2-D, 3-A, 4-B"
t09_b.md,09,Природопользование и геоэкология,Базовый,39,match,"1-B, 2-A, 3-C, 4-D"
t09_b.md,09,Природопользование и геоэкология,Базовый,40,match,"1-C, 2-A, 3-D, 4-B"
t09_m.md,09,Природопользование и геоэкология,Средний,1,single,D
t09_m.md,09,Природопользование и геоэкология,Средний,2,single,D
t09_m.md,09,Природопользование и геоэкология,Средний,3,single,D
t09_m.md,09,Природопользование и геоэкология,Средний,4,single,B
t09_m.md,09,Природопользование и геоэкология,Средний,5,single,A
t09_m.md,09,Природопользование и геоэкология,Средний,6,single,C
t09_m.md,09,Природопользование и геоэкология,Средний,7,single,B
t09_m.md,09,Природопользование и геоэкология,Средний,8,single,A
t09_m.md,09,Природопользование и геоэкология,Средний,9,single,D
t09_m.md,09,Природопользование и геоэкология,Средний,10,single,C
t09_m.md,09,Природопользование и геоэкология,Средний,11,single,A
t09_m.md,09,Природопользование и геоэкология,Средний,12,single,D
t09_m.md,09,Природопользование и геоэкология,Средний,13,single,D
t09_m.md,09,Природопользование и геоэкология,Средний,14,single,D
t09_m.md,09,Природопользование и геоэкология,Средний,15,single,D
t09_m.md,09,Природопользование и геоэкология,Средний,16,single,D
t09_m.md,09,Природопользование и геоэкология,Средний,17,single,B
t09_m.md,09,Природопользование и геоэкология,Средний,18,single,A
t09_m.md,09,Природопользование и геоэкология,Средний,19,single,C
t09_m.md,09,Природопользование и геоэкология,Средний,20,single,A
t09_m.md,09,Природопользование и геоэкология,Средний,21,single,B
t09_m.md,09,Природопользование и геоэкология,Средний,22,single,B
t09_m.md,09,Природопользование и геоэкология,Средний,23,single,D
t09_m.md,09,Природопользование и геоэкология,Средний,24,single,A
t09_m.md,09,Природопользование и геоэкология,Средний,25,single,A
t09_m.md,09,Природопользование и геоэкология,Средний,26,context_single,C
t09_m.md,09,Природопользование и геоэкология,Средний,27,context_single,A
t09_m.md,09,Природопользование и геоэкология,Средний,28,context_single,B
t09_m.md,09,Природопользование и геоэкология,Средний,29,context_single,C
t09_m.md,09,Природопользование и геоэкология,Средний,30,context_single,D
t09_m.md,09,Природопользование и геоэкология,Средний,31,multi,AC
t09_m.md,09,Природопользование и геоэкология,Средний,32,multi,AD
t09_m.md,09,Природопользование и геоэкология,Средний,33,multi,BC
t09_m.md,09,Природопользование и геоэкология,Средний,34,multi,BC
t09_m.md,09,Природопользование и геоэкология,Средний,35,multi,AD
t09_m.md,09,Природопользование и геоэкология,Средний,36,match,"1-B, 2-D, 3-C, 4-A"
t09_m.md,09,Природопользование и геоэкология,Средний,37,match,"1-B, 2-D, 3-C, 4-A"
t09_m.md,09,Природопользование и геоэкология,Средний,38,match,"1-B, 2-D, 3-C, 4-A"
t09_m.md,09,Природопользование и геоэкология,Средний,39,match,"1-C, 2-B, 3-D, 4-A"
t09_m.md,09,Природопользование и геоэкология,Средний,40,match,"1-C, 2-A, 3-B, 4-D"
t09_h.md,09,Природопользование и геоэкология,Высокий,1,single,B
t09_h.md,09,Природопользование и геоэкология,Высокий,2,single,D
t09_h.md,09,Природопользование и геоэкология,Высокий,3,single,B
t09_h.md,09,Природопользование и геоэкология,Высокий,4,single,D
t09_h.md,09,Природопользование и геоэкология,Высокий,5,single,D
t09_h.md,09,Природопользование и геоэкология,Высокий,6,single,D
t09_h.md,09,Природопользование и геоэкология,Высокий,7,single,A
t09_h.md,09,Природопользование и геоэкология,Высокий,8,single,A
t09_h.md,09,Природопользование и геоэкология,Высокий,9,single,D
t09_h.md,09,Природопользование и геоэкология,Высокий,10,single,B
t09_h.md,09,Природопользование и геоэкология,Высокий,11,single,D
t09_h.md,09,Природопользование и геоэкология,Высокий,12,single,A
t09_h.md,09,Природопользование и геоэкология,Высокий,13,single,D
t09_h.md,09,Природопользование и геоэкология,Высокий,14,single,D
t09_h.md,09,Природопользование и геоэкология,Высокий,15,single,A
t09_h.md,09,Природопользование и геоэкология,Высокий,16,single,A
t09_h.md,09,Природопользование и геоэкология,Высокий,17,single,B
t09_h.md,09,Природопользование и геоэкология,Высокий,18,single,D
t09_h.md,09,Природопользование и геоэкология,Высокий,19,single,C
t09_h.md,09,Природопользование и геоэкология,Высокий,20,single,C
t09_h.md,09,Природопользование и геоэкология,Высокий,21,single,C
t09_h.md,09,Природопользование и геоэкология,Высокий,22,single,C
t09_h.md,09,Природопользование и геоэкология,Высокий,23,single,A
t09_h.md,09,Природопользование и геоэкология,Высокий,24,single,B
t09_h.md,09,Природопользование и геоэкология,Высокий,25,single,D
t09_h.md,09,Природопользование и геоэкология,Высокий,26,context_single,B
t09_h.md,09,Природопользование и геоэкология,Высокий,27,context_single,C
