file,question_no,type,answer,explanation
t04_m.md,3,single,A,x=-3
t04_m.md,4,single,A,При умножении степеней с одинаковым основанием показатели складываются.
t04_m.md,5,single,A,Выносим полный квадрат из-под корня.
t04_m.md,6,single,B,x=2
t04_m.md,7,single,B,При умножении степеней с одинаковым основанием показатели складываются.
t04_m.md,8,single,A,Выносим полный квадрат из-под корня.
t04_m.md,9,single,A,x=2
t04_m.md,10,single,E,При умножении степеней с одинаковым основанием показатели складываются.
t04_m.md,11,single,C,Выносим полный квадрат из-под корня.
t04_m.md,12,single,B,x=3
t04_m.md,13,single,E,При умножении степеней с одинаковым основанием показатели складываются.
t04_m.md,14,single,C,Выносим полный квадрат из-под корня.
t04_m.md,15,single,C,x=7
t04_m.md,16,single,C,При умножении степеней с одинаковым основанием показатели складываются.
t04_m.md,17,single,E,Выносим полный квадрат из-под корня.
t04_m.md,18,single,B,x=-1
t04_m.md,19,single,C,При умножении степеней с одинаковым основанием показатели складываются.
t04_m.md,20,single,B,Выносим полный квадрат из-под корня.
t04_m.md,21,single,A,x=-1
t04_m.md,22,single,C,При умножении степеней с одинаковым основанием показатели складываются.
t04_m.md,23,single,B,Выносим полный квадрат из-под корня.
t04_m.md,24,single,C,x=-1
t04_m.md,25,single,B,При умножении степеней с одинаковым основанием показатели складываются.
t04_m.md,26,context_single,D,При умножении степеней с одинаковым основанием показатели складываются.
t04_m.md,27,context_single,A,Выносим полный квадрат из-под корня.
t04_m.md,28,context_single,C,x=5
t04_m.md,29,context_single,B,При умножении степеней с одинаковым основанием показатели складываются.
t04_m.md,30,context_single,D,Выносим полный квадрат из-под корня.
t04_m.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t04_m.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t04_m.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t04_m.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t04_m.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t04_m.md,36,matching,"1-D, 2-A, 3-C, 4-B",Соответствие между понятием и правилом.
t04_m.md,37,matching,"1-D, 2-B, 3-A, 4-C",Соответствие между понятием и правилом.
t04_m.md,38,matching,"1-B, 2-A, 3-D, 4-C",Соответствие между понятием и правилом.
t04_m.md,39,matching,"1-D, 2-B, 3-A, 4-C",Соответствие между понятием и правилом.
t04_m.md,40,matching,"1-D, 2-C, 3-B, 4-A",Соответствие между понятием и правилом.
t04_h.md,1,single,A,При умножении степеней с одинаковым основанием показатели складываются.
t04_h.md,2,single,A,Выносим полный квадрат из-под корня.
t04_h.md,3,single,B,x=-3
t04_h.md,4,single,A,При умножении степеней с одинаковым основанием показатели складываются.
t04_h.md,5,single,B,Выносим полный квадрат из-под корня.
t04_h.md,6,single,E,x=7
t04_h.md,7,single,E,При умножении степеней с одинаковым основанием показатели складываются.
t04_h.md,8,single,C,Выносим полный квадрат из-под корня.
t04_h.md,9,single,A,x=-3
t04_h.md,10,single,B,При умножении степеней с одинаковым основанием показатели складываются.
t04_h.md,11,single,E,Выносим полный квадрат из-под корня.
t04_h.md,12,single,A,x=2
t04_h.md,13,single,B,При умножении степеней с одинаковым основанием показатели складываются.
t04_h.md,14,single,B,Выносим полный квадрат из-под корня.
t04_h.md,15,single,B,x=-5
t04_h.md,16,single,B,При умножении степеней с одинаковым основанием показатели складываются.
t04_h.md,17,single,C,Выносим полный квадрат из-под корня.
t04_h.md,18,single,D,x=5
t04_h.md,19,single,B,При умножении степеней с одинаковым основанием показатели складываются.
t04_h.md,20,single,E,Выносим полный квадрат из-под корня.
t04_h.md,21,single,A,x=-2
t04_h.md,22,single,A,При умножении степеней с одинаковым основанием показатели складываются.
t04_h.md,23,single,C,Выносим полный квадрат из-под корня.
t04_h.md,24,single,B,x=1
t04_h.md,25,single,C,При умножении степеней с одинаковым основанием показатели складываются.
t04_h.md,26,context_single,A,При умножении степеней с одинаковым основанием показатели складываются.
t04_h.md,27,context_single,C,Выносим полный квадрат из-под корня.
t04_h.md,28,context_single,E,x=3
t04_h.md,29,context_single,D,При умножении степеней с одинаковым основанием показатели складываются.
t04_h.md,30,context_single,B,Выносим полный квадрат из-под корня.
t04_h.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t04_h.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t04_h.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t04_h.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t04_h.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t04_h.md,36,matching,"1-A, 2-B, 3-C, 4-D",Соответствие между понятием и правилом.
t04_h.md,37,matching,"1-D, 2-B, 3-A, 4-C",Соответствие между понятием и правилом.
t04_h.md,38,matching,"1-D, 2-B, 3-A, 4-C",Соответствие между понятием и правилом.
t04_h.md,39,matching,"1-C, 2-B, 3-D, 4-A",Соответствие между понятием и правилом.
t04_h.md,40,matching,"1-C, 2-D, 3-B, 4-A",Соответствие между понятием и правилом.
t05_b.md,1,single,A,Корни: 3 и -3
t05_b.md,2,single,B,x=-1
t05_b.md,3,single,E,Корни: -2 и -1
t05_b.md,4,single,D,x=1
t05_b.md,5,single,B,Корни: -3 и -4
t05_b.md,6,single,B,x=-5
t05_b.md,7,single,D,Корни: -4 и 5
t05_b.md,8,single,C,x=-2
t05_b.md,9,single,A,Корни: -3 и 4
t05_b.md,10,single,E,x=7
t05_b.md,11,single,E,Корни: 1 и -2
t05_b.md,12,single,B,x=-5
t05_b.md,13,single,C,Корни: 0 и 3
t05_b.md,14,single,E,x=6
t05_b.md,15,single,B,Корни: 5 и -3
t05_b.md,16,single,B,x=-5
t05_b.md,17,single,A,Корни: -3 и -4
t05_b.md,18,single,D,x=-5
t05_b.md,19,single,B,Корни: 1 и -5
t05_b.md,20,single,A,x=3
t05_b.md,21,single,A,Корни: -3 и -3
t05_b.md,22,single,A,x=-4
t05_b.md,23,single,A,Корни: 2 и -4
t05_b.md,24,single,D,x=4
t05_b.md,25,single,A,Корни: -5 и 1
t05_b.md,26,context_single,B,x=-1
t05_b.md,27,context_single,A,Корни: 1 и 0
t05_b.md,28,context_single,D,x=8
t05_b.md,29,context_single,D,Корни: 4 и 3
t05_b.md,30,context_single,D,x=-2
t05_b.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t05_b.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t05_b.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t05_b.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t05_b.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t05_b.md,36,matching,"1-A, 2-D, 3-C, 4-A",Соответствие между понятием и правилом.
t05_b.md,37,matching,"1-B, 2-D, 3-A, 4-B",Соответствие между понятием и правилом.
t05_b.md,38,matching,"1-B, 2-C, 3-A, 4-B",Соответствие между понятием и правилом.
t05_b.md,39,matching,"1-A, 2-B, 3-C, 4-A",Соответствие между понятием и правилом.
t05_b.md,40,matching,"1-A, 2-B, 3-C, 4-A",Соответствие между понятием и правилом.
t05_m.md,1,single,D,Корни: 3 и -5
t05_m.md,2,single,D,x=5
t05_m.md,3,single,E,Корни: 0 и 1
t05_m.md,4,single,B,x=0
t05_m.md,5,single,D,Корни: 2 и -4
t05_m.md,6,single,A,x=-1
t05_m.md,7,single,C,Корни: -4 и 2
t05_m.md,8,single,E,x=7
t05_m.md,9,single,B,Корни: 5 и -3
t05_m.md,10,single,B,x=3
t05_m.md,11,single,C,Корни: -3 и 5
t05_m.md,12,single,D,x=4
t05_m.md,13,single,E,Корни: -2 и -1
t05_m.md,14,single,E,x=0
t05_m.md,15,single,A,Корни: 3 и 5
t05_m.md,16,single,B,x=-4
t05_m.md,17,single,D,Корни: 5 и -1
t05_m.md,18,single,D,x=-4
t05_m.md,19,single,B,Корни: -3 и 3
t05_m.md,20,single,B,x=1
t05_m.md,21,single,C,Корни: 3 и -3
t05_m.md,22,single,D,x=8
t05_m.md,23,single,A,Корни: 2 и -3
t05_m.md,24,single,B,x=5
t05_m.md,25,single,E,Корни: -4 и 4
t05_m.md,26,context_single,B,x=-3
t05_m.md,27,context_single,B,Корни: 4 и -4
t05_m.md,28,context_single,C,x=2
t05_m.md,29,context_single,B,Корни: -1 и -5
t05_m.md,30,context_single,A,x=8
t05_m.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t05_m.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t05_m.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t05_m.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t05_m.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t05_m.md,36,matching,"1-C, 2-A, 3-B, 4-C",Соответствие между понятием и правилом.
t05_m.md,37,matching,"1-A, 2-D, 3-B, 4-A",Соответствие между понятием и правилом.
t05_m.md,38,matching,"1-A, 2-B, 3-D, 4-A",Соответствие между понятием и правилом.
t05_m.md,39,matching,"1-A, 2-D, 3-B, 4-A",Соответствие между понятием и правилом.
t05_m.md,40,matching,"1-A, 2-B, 3-D, 4-A",Соответствие между понятием и правилом.
t05_h.md,1,single,E,Корни: 3 и 5
t05_h.md,2,single,C,x=8
t05_h.md,3,single,A,Корни: 0 и -2
t05_h.md,4,single,D,x=1
t05_h.md,5,single,A,Корни: 1 и 3
t05_h.md,6,single,E,x=4
t05_h.md,7,single,B,Корни: -4 и 3
t05_h.md,8,single,A,x=-1
t05_h.md,9,single,E,Корни: 0 и 5
t05_h.md,10,single,C,x=-4
t05_h.md,11,single,B,Корни: -2 и -3
t05_h.md,12,single,C,x=0
t05_h.md,13,single,B,Корни: 5 и -1
t05_h.md,14,single,C,x=-4
t05_h.md,15,single,C,Корни: 4 и -2
t05_h.md,16,single,C,x=0
t05_h.md,17,single,E,Корни: 1 и -4
t05_h.md,18,single,C,x=-3
t05_h.md,19,single,B,Корни: 4 и 5
t05_h.md,20,single,C,x=6
t05_h.md,21,single,E,Корни: -4 и -3
t05_h.md,22,single,B,x=7
t05_h.md,23,single,B,Корни: -2 и 3
t05_h.md,24,single,A,x=-1
t05_h.md,25,single,E,Корни: -1 и 5
t05_h.md,26,context_single,D,x=4
t05_h.md,27,context_single,B,Корни: -3 и 1
t05_h.md,28,context_single,E,x=4
t05_h.md,29,context_single,A,Корни: -5 и 1
t05_h.md,30,context_single,B,x=5
t05_h.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t05_h.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t05_h.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t05_h.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t05_h.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t05_h.md,36,matching,"1-B, 2-A, 3-D, 4-B",Соответствие между понятием и правилом.
t05_h.md,37,matching,"1-A, 2-D, 3-C, 4-A",Соответствие между понятием и правилом.
t05_h.md,38,matching,"1-B, 2-A, 3-C, 4-B",Соответствие между понятием и правилом.
t05_h.md,39,matching,"1-A, 2-B, 3-D, 4-A",Соответствие между понятием и правилом.
t05_h.md,40,matching,"1-A, 2-D, 3-B, 4-A",Соответствие между понятием и правилом.
t06_b.md,1,single,D,Используется таблица основных тригонометрических значений.
t06_b.md,2,single,E,Выносим полный квадрат из-под корня.
t06_b.md,3,single,A,Используется таблица основных тригонометрических значений.
t06_b.md,4,single,B,Выносим полный квадрат из-под корня.
t06_b.md,5,single,B,Используется таблица основных тригонометрических значений.
t06_b.md,6,single,A,Выносим полный квадрат из-под корня.
t06_b.md,7,single,B,Используется таблица основных тригонометрических значений.
t06_b.md,8,single,D,Выносим полный квадрат из-под корня.
t06_b.md,9,single,E,Используется таблица основных тригонометрических значений.
t06_b.md,10,single,C,Выносим полный квадрат из-под корня.
t06_b.md,11,single,A,Используется таблица основных тригонометрических значений.
t06_b.md,12,single,C,Выносим полный квадрат из-под корня.
t06_b.md,13,single,D,Используется таблица основных тригонометрических значений.
t06_b.md,14,single,C,Выносим полный квадрат из-под корня.
t06_b.md,15,single,A,Используется таблица основных тригонометрических значений.
t06_b.md,16,single,A,Выносим полный квадрат из-под корня.
t06_b.md,17,single,C,Используется таблица основных тригонометрических значений.
t06_b.md,18,single,B,Выносим полный квадрат из-под корня.
t06_b.md,19,single,E,Используется таблица основных тригонометрических значений.
t06_b.md,20,single,A,Выносим полный квадрат из-под корня.
t06_b.md,21,single,C,Используется таблица основных тригонометрических значений.
t06_b.md,22,single,B,Выносим полный квадрат из-под корня.
t06_b.md,23,single,E,Используется таблица основных тригонометрических значений.
t06_b.md,24,single,A,Выносим полный квадрат из-под корня.
t06_b.md,25,single,A,Используется таблица основных тригонометрических значений.
t06_b.md,26,context_single,E,Выносим полный квадрат из-под корня.
t06_b.md,27,context_single,E,Используется таблица основных тригонометрических значений.
t06_b.md,28,context_single,E,Выносим полный квадрат из-под корня.
t06_b.md,29,context_single,C,Используется таблица основных тригонометрических значений.
t06_b.md,30,context_single,D,Выносим полный квадрат из-под корня.
t06_b.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t06_b.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t06_b.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t06_b.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t06_b.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t06_b.md,36,matching,"1-A, 2-D, 3-B, 4-A",Соответствие между понятием и правилом.
t06_b.md,37,matching,"1-A, 2-C, 3-D, 4-A",Соответствие между понятием и правилом.
t06_b.md,38,matching,"1-A, 2-C, 3-D, 4-A",Соответствие между понятием и правилом.
t06_b.md,39,matching,"1-A, 2-C, 3-B, 4-A",Соответствие между понятием и правилом.
t06_b.md,40,matching,"1-B, 2-D, 3-A, 4-B",Соответствие между понятием и правилом.
t06_m.md,1,single,D,Используется таблица основных тригонометрических значений.
t06_m.md,2,single,B,Выносим полный квадрат из-под корня.
t06_m.md,3,single,C,Используется таблица основных тригонометрических значений.
t06_m.md,4,single,C,Выносим полный квадрат из-под корня.
t06_m.md,5,single,E,Используется таблица основных тригонометрических значений.
t06_m.md,6,single,C,Выносим полный квадрат из-под корня.
t06_m.md,7,single,C,Используется таблица основных тригонометрических значений.
t06_m.md,8,single,C,Выносим полный квадрат из-под корня.
t06_m.md,9,single,A,Используется таблица основных тригонометрических значений.
t06_m.md,10,single,B,Выносим полный квадрат из-под корня.
t06_m.md,11,single,D,Используется таблица основных тригонометрических значений.
t06_m.md,12,single,A,Выносим полный квадрат из-под корня.
t06_m.md,13,single,E,Используется таблица основных тригонометрических значений.
t06_m.md,14,single,E,Выносим полный квадрат из-под корня.
t06_m.md,15,single,C,Используется таблица основных тригонометрических значений.
t06_m.md,16,single,D,Выносим полный квадрат из-под корня.
t06_m.md,17,single,C,Используется таблица основных тригонометрических значений.
t06_m.md,18,single,B,Выносим полный квадрат из-под корня.
t06_m.md,19,single,C,Используется таблица основных тригонометрических значений.
t06_m.md,20,single,C,Выносим полный квадрат из-под корня.
t06_m.md,21,single,C,Используется таблица основных тригонометрических значений.
t06_m.md,22,single,E,Выносим полный квадрат из-под корня.
t06_m.md,23,single,C,Используется таблица основных тригонометрических значений.
t06_m.md,24,single,B,Выносим полный квадрат из-под корня.
t06_m.md,25,single,A,Используется таблица основных тригонометрических значений.
t06_m.md,26,context_single,A,Выносим полный квадрат из-под корня.
t06_m.md,27,context_single,B,Используется таблица основных тригонометрических значений.
t06_m.md,28,context_single,D,Выносим полный квадрат из-под корня.
t06_m.md,29,context_single,D,Используется таблица основных тригонометрических значений.
t06_m.md,30,context_single,B,Выносим полный квадрат из-под корня.
t06_m.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t06_m.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t06_m.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t06_m.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t06_m.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t06_m.md,36,matching,"1-A, 2-B, 3-C, 4-A",Соответствие между понятием и правилом.
t06_m.md,37,matching,"1-C, 2-B, 3-A, 4-C",Соответствие между понятием и правилом.
t06_m.md,38,matching,"1-A, 2-D, 3-B, 4-A",Соответствие между понятием и правилом.
t06_m.md,39,matching,"1-A, 2-C, 3-D, 4-A",Соответствие между понятием и правилом.
t06_m.md,40,matching,"1-C, 2-B, 3-A, 4-C",Соответствие между понятием и правилом.
t06_h.md,1,single,A,Используется таблица основных тригонометрических значений.
t06_h.md,2,single,D,Выносим полный квадрат из-под корня.
t06_h.md,3,single,D,Используется таблица основных тригонометрических значений.
t06_h.md,4,single,D,Выносим полный квадрат из-под корня.
t06_h.md,5,single,B,Используется таблица основных тригонометрических значений.
t06_h.md,6,single,B,Выносим полный квадрат из-под корня.
t06_h.md,7,single,C,Используется таблица основных тригонометрических значений.
t06_h.md,8,single,A,Выносим полный квадрат из-под корня.
t06_h.md,9,single,C,Используется таблица основных тригонометрических значений.
t06_h.md,10,single,D,Выносим полный квадрат из-под корня.
t06_h.md,11,single,E,Используется таблица основных тригонометрических значений.
t06_h.md,12,single,E,Выносим полный квадрат из-под корня.
t06_h.md,13,single,D,Используется таблица основных тригонометрических значений.
t06_h.md,14,single,D,Выносим полный квадрат из-под корня.
t06_h.md,15,single,B,Используется таблица основных тригонометрических значений.
t06_h.md,16,single,A,Выносим полный квадрат из-под корня.
t06_h.md,17,single,D,Используется таблица основных тригонометрических значений.
t06_h.md,18,single,B,Выносим полный квадрат из-под корня.
t06_h.md,19,single,E,Используется таблица основных тригонометрических значений.
t06_h.md,20,single,A,Выносим полный квадрат из-под корня.
t06_h.md,21,single,D,Используется таблица основных тригонометрических значений.
t06_h.md,22,single,C,Выносим полный квадрат из-под корня.
t06_h.md,23,single,E,Используется таблица основных тригонометрических значений.
t06_h.md,24,single,B,Выносим полный квадрат из-под корня.
t06_h.md,25,single,A,Используется таблица основных тригонометрических значений.
t06_h.md,26,context_single,E,Выносим полный квадрат из-под корня.
t06_h.md,27,context_single,D,Используется таблица основных тригонометрических значений.
t06_h.md,28,context_single,A,Выносим полный квадрат из-под корня.
t06_h.md,29,context_single,C,Используется таблица основных тригонометрических значений.
t06_h.md,30,context_single,C,Выносим полный квадрат из-под корня.
t06_h.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t06_h.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t06_h.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t06_h.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t06_h.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t06_h.md,36,matching,"1-B, 2-A, 3-D, 4-B",Соответствие между понятием и правилом.
t06_h.md,37,matching,"1-A, 2-B, 3-C, 4-A",Соответствие между понятием и правилом.
t06_h.md,38,matching,"1-A, 2-C, 3-D, 4-A",Соответствие между понятием и правилом.
t06_h.md,39,matching,"1-A, 2-C, 3-D, 4-A",Соответствие между понятием и правилом.
t06_h.md,40,matching,"1-A, 2-C, 3-D, 4-A",Соответствие между понятием и правилом.
t07_b.md,1,single,A,"Если log_a X = k, то X=a^k."
t07_b.md,2,single,A,Сравниваем показатели степеней с одинаковым основанием.
t07_b.md,3,single,E,"Если log_a X = k, то X=a^k."
t07_b.md,4,single,D,Сравниваем показатели степеней с одинаковым основанием.
t07_b.md,5,single,D,"Если log_a X = k, то X=a^k."
t07_b.md,6,single,B,Сравниваем показатели степеней с одинаковым основанием.
t07_b.md,7,single,A,"Если log_a X = k, то X=a^k."
t07_b.md,8,single,B,Сравниваем показатели степеней с одинаковым основанием.
t07_b.md,9,single,E,"Если log_a X = k, то X=a^k."
t07_b.md,10,single,A,Сравниваем показатели степеней с одинаковым основанием.
t07_b.md,11,single,E,"Если log_a X = k, то X=a^k."
t07_b.md,12,single,A,Сравниваем показатели степеней с одинаковым основанием.
t07_b.md,13,single,B,"Если log_a X = k, то X=a^k."
t07_b.md,14,single,B,Сравниваем показатели степеней с одинаковым основанием.
t07_b.md,15,single,B,"Если log_a X = k, то X=a^k."
t07_b.md,16,single,A,Сравниваем показатели степеней с одинаковым основанием.
t07_b.md,17,single,C,"Если log_a X = k, то X=a^k."
t07_b.md,18,single,B,Сравниваем показатели степеней с одинаковым основанием.
t07_b.md,19,single,A,"Если log_a X = k, то X=a^k."
t07_b.md,20,single,B,Сравниваем показатели степеней с одинаковым основанием.
t07_b.md,21,single,C,"Если log_a X = k, то X=a^k."
t07_b.md,22,single,A,Сравниваем показатели степеней с одинаковым основанием.
t07_b.md,23,single,D,"Если log_a X = k, то X=a^k."
t07_b.md,24,single,A,Сравниваем показатели степеней с одинаковым основанием.
t07_b.md,25,single,D,"Если log_a X = k, то X=a^k."
t07_b.md,26,context_single,D,Сравниваем показатели степеней с одинаковым основанием.
t07_b.md,27,context_single,D,"Если log_a X = k, то X=a^k."
t07_b.md,28,context_single,C,Сравниваем показатели степеней с одинаковым основанием.
t07_b.md,29,context_single,E,"Если log_a X = k, то X=a^k."
t07_b.md,30,context_single,E,Сравниваем показатели степеней с одинаковым основанием.
t07_b.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t07_b.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t07_b.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t07_b.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t07_b.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t07_b.md,36,matching,"1-A, 2-D, 3-C, 4-A",Соответствие между понятием и правилом.
t07_b.md,37,matching,"1-C, 2-A, 3-B, 4-C",Соответствие между понятием и правилом.
t07_b.md,38,matching,"1-A, 2-B, 3-C, 4-A",Соответствие между понятием и правилом.
t07_b.md,39,matching,"1-A, 2-C, 3-B, 4-A",Соответствие между понятием и правилом.
t07_b.md,40,matching,"1-C, 2-A, 3-B, 4-C",Соответствие между понятием и правилом.
t07_m.md,1,single,D,"Если log_a X = k, то X=a^k."
t07_m.md,2,single,A,Сравниваем показатели степеней с одинаковым основанием.
t07_m.md,3,single,E,"Если log_a X = k, то X=a^k."
t07_m.md,4,single,A,Сравниваем показатели степеней с одинаковым основанием.
t07_m.md,5,single,B,"Если log_a X = k, то X=a^k."
t07_m.md,6,single,E,Сравниваем показатели степеней с одинаковым основанием.
t07_m.md,7,single,D,"Если log_a X = k, то X=a^k."
t07_m.md,8,single,D,Сравниваем показатели степеней с одинаковым основанием.
t07_m.md,9,single,E,"Если log_a X = k, то X=a^k."
t07_m.md,10,single,D,Сравниваем показатели степеней с одинаковым основанием.
t07_m.md,11,single,D,"Если log_a X = k, то X=a^k."
t07_m.md,12,single,B,Сравниваем показатели степеней с одинаковым основанием.
t07_m.md,13,single,E,"Если log_a X = k, то X=a^k."
t07_m.md,14,single,A,Сравниваем показатели степеней с одинаковым основанием.
t07_m.md,15,single,E,"Если log_a X = k, то X=a^k."
t07_m.md,16,single,E,Сравниваем показатели степеней с одинаковым основанием.
t07_m.md,17,single,D,"Если log_a X = k, то X=a^k."
t07_m.md,18,single,A,Сравниваем показатели степеней с одинаковым основанием.
t07_m.md,19,single,D,"Если log_a X = k, то X=a^k."
t07_m.md,20,single,E,Сравниваем показатели степеней с одинаковым основанием.
t07_m.md,21,single,A,"Если log_a X = k, то X=a^k."
t07_m.md,22,single,C,Сравниваем показатели степеней с одинаковым основанием.
t07_m.md,23,single,A,"Если log_a X = k, то X=a^k."
t07_m.md,24,single,E,Сравниваем показатели степеней с одинаковым основанием.
t07_m.md,25,single,C,"Если log_a X = k, то X=a^k."
t07_m.md,26,context_single,B,Сравниваем показатели степеней с одинаковым основанием.
t07_m.md,27,context_single,E,"Если log_a X = k, то X=a^k."
t07_m.md,28,context_single,D,Сравниваем показатели степеней с одинаковым основанием.
t07_m.md,29,context_single,B,"Если log_a X = k, то X=a^k."
t07_m.md,30,context_single,B,Сравниваем показатели степеней с одинаковым основанием.
t07_m.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t07_m.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t07_m.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t07_m.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t07_m.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t07_m.md,36,matching,"1-A, 2-C, 3-B, 4-A",Соответствие между понятием и правилом.
t07_m.md,37,matching,"1-A, 2-D, 3-B, 4-A",Соответствие между понятием и правилом.
t07_m.md,38,matching,"1-B, 2-A, 3-C, 4-B",Соответствие между понятием и правилом.
t07_m.md,39,matching,"1-B, 2-C, 3-A, 4-B",Соответствие между понятием и правилом.
t07_m.md,40,matching,"1-A, 2-C, 3-B, 4-A",Соответствие между понятием и правилом.
t07_h.md,1,single,E,"Если log_a X = k, то X=a^k."
t07_h.md,2,single,E,Сравниваем показатели степеней с одинаковым основанием.
t07_h.md,3,single,B,"Если log_a X = k, то X=a^k."
t07_h.md,4,single,D,Сравниваем показатели степеней с одинаковым основанием.
t07_h.md,5,single,C,"Если log_a X = k, то X=a^k."
t07_h.md,6,single,A,Сравниваем показатели степеней с одинаковым основанием.
t07_h.md,7,single,C,"Если log_a X = k, то X=a^k."
t07_h.md,8,single,C,Сравниваем показатели степеней с одинаковым основанием.
t07_h.md,9,single,A,"Если log_a X = k, то X=a^k."
t07_h.md,10,single,E,Сравниваем показатели степеней с одинаковым основанием.
t07_h.md,11,single,D,"Если log_a X = k, то X=a^k."
t07_h.md,12,single,B,Сравниваем показатели степеней с одинаковым основанием.
t07_h.md,13,single,E,"Если log_a X = k, то X=a^k."
t07_h.md,14,single,A,Сравниваем показатели степеней с одинаковым основанием.
t07_h.md,15,single,C,"Если log_a X = k, то X=a^k."
t07_h.md,16,single,C,Сравниваем показатели степеней с одинаковым основанием.
t07_h.md,17,single,B,"Если log_a X = k, то X=a^k."
t07_h.md,18,single,A,Сравниваем показатели степеней с одинаковым основанием.
t07_h.md,19,single,D,"Если log_a X = k, то X=a^k."
t07_h.md,20,single,D,Сравниваем показатели степеней с одинаковым основанием.
t07_h.md,21,single,A,"Если log_a X = k, то X=a^k."
t07_h.md,22,single,B,Сравниваем показатели степеней с одинаковым основанием.
t07_h.md,23,single,E,"Если log_a X = k, то X=a^k."
t07_h.md,24,single,E,Сравниваем показатели степеней с одинаковым основанием.
t07_h.md,25,single,D,"Если log_a X = k, то X=a^k."
t07_h.md,26,context_single,B,Сравниваем показатели степеней с одинаковым основанием.
t07_h.md,27,context_single,C,"Если log_a X = k, то X=a^k."
t07_h.md,28,context_single,D,Сравниваем показатели степеней с одинаковым основанием.
t07_h.md,29,context_single,C,"Если log_a X = k, то X=a^k."
t07_h.md,30,context_single,B,Сравниваем показатели степеней с одинаковым основанием.
t07_h.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t07_h.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t07_h.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t07_h.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t07_h.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t07_h.md,36,matching,"1-C, 2-B, 3-A, 4-C",Соответствие между понятием и правилом.
t07_h.md,37,matching,"1-A, 2-B, 3-C, 4-A",Соответствие между понятием и правилом.
t07_h.md,38,matching,"1-A, 2-B, 3-C, 4-A",Соответствие между понятием и правилом.
